
===> epoch: 1/150
train:
 1/100 [>...............................................................................]  Step: 2s992ms | Tot: 0ms | Loss: 2.2041 | Acc: 6.250% (2/32)
 2/100 [=>..............................................................................]  Step: 207ms | Tot: 207ms | Loss: 226.3342 | Acc: 23.438% (15/64)
 3/100 [==>.............................................................................]  Step: 205ms | Tot: 412ms | Loss: 155.8953 | Acc: 21.875% (21/96)
 4/100 [===>............................................................................]  Step: 214ms | Tot: 627ms | Loss: 117.3874 | Acc: 23.438% (30/128)
 5/100 [====>...........................................................................]  Step: 211ms | Tot: 838ms | Loss: 94.8462 | Acc: 23.125% (37/160)
 6/100 [====>...........................................................................]  Step: 223ms | Tot: 1s62ms | Loss: 79.2809 | Acc: 25.521% (49/192)
 7/100 [=====>..........................................................................]  Step: 212ms | Tot: 1s274ms | Loss: 68.2487 | Acc: 24.554% (55/224)
 8/100 [======>.........................................................................]  Step: 195ms | Tot: 1s469ms | Loss: 59.9843 | Acc: 25.000% (64/256)
 9/100 [=======>........................................................................]  Step: 195ms | Tot: 1s665ms | Loss: 53.5575 | Acc: 23.958% (69/288)
 10/100 [========>.......................................................................]  Step: 231ms | Tot: 1s896ms | Loss: 48.4120 | Acc: 24.688% (79/320)
 11/100 [========>.......................................................................]  Step: 200ms | Tot: 2s96ms | Loss: 44.1999 | Acc: 24.148% (85/352)
 12/100 [=========>......................................................................]  Step: 212ms | Tot: 2s309ms | Loss: 40.6597 | Acc: 25.521% (98/384)
 13/100 [==========>.....................................................................]  Step: 209ms | Tot: 2s518ms | Loss: 37.7315 | Acc: 26.202% (109/416)
 14/100 [===========>....................................................................]  Step: 207ms | Tot: 2s726ms | Loss: 35.1546 | Acc: 25.446% (114/448)
 15/100 [============>...................................................................]  Step: 229ms | Tot: 2s955ms | Loss: 32.9340 | Acc: 26.250% (126/480)
 16/100 [============>...................................................................]  Step: 198ms | Tot: 3s154ms | Loss: 30.9958 | Acc: 26.172% (134/512)
 17/100 [=============>..................................................................]  Step: 230ms | Tot: 3s384ms | Loss: 29.2844 | Acc: 25.919% (141/544)
 18/100 [==============>.................................................................]  Step: 216ms | Tot: 3s600ms | Loss: 27.7607 | Acc: 25.868% (149/576)
 19/100 [===============>................................................................]  Step: 193ms | Tot: 3s794ms | Loss: 26.3974 | Acc: 25.658% (156/608)
 20/100 [================>...............................................................]  Step: 225ms | Tot: 4s19ms | Loss: 25.1675 | Acc: 25.156% (161/640)
 21/100 [================>...............................................................]  Step: 233ms | Tot: 4s253ms | Loss: 24.0497 | Acc: 25.893% (174/672)
 22/100 [=================>..............................................................]  Step: 232ms | Tot: 4s485ms | Loss: 23.0325 | Acc: 25.994% (183/704)
 23/100 [==================>.............................................................]  Step: 204ms | Tot: 4s689ms | Loss: 22.1043 | Acc: 25.815% (190/736)
 24/100 [===================>............................................................]  Step: 219ms | Tot: 4s909ms | Loss: 21.2512 | Acc: 25.911% (199/768)
 25/100 [====================>...........................................................]  Step: 186ms | Tot: 5s95ms | Loss: 20.4664 | Acc: 25.875% (207/800)
 26/100 [====================>...........................................................]  Step: 213ms | Tot: 5s308ms | Loss: 19.7391 | Acc: 25.721% (214/832)
 27/100 [=====================>..........................................................]  Step: 200ms | Tot: 5s509ms | Loss: 19.0646 | Acc: 25.579% (221/864)
 28/100 [======================>.........................................................]  Step: 219ms | Tot: 5s729ms | Loss: 18.4405 | Acc: 25.000% (224/896)
 29/100 [=======================>........................................................]  Step: 257ms | Tot: 5s986ms | Loss: 17.8564 | Acc: 24.892% (231/928)
 30/100 [========================>.......................................................]  Step: 245ms | Tot: 6s231ms | Loss: 17.3116 | Acc: 24.479% (235/960)
 31/100 [========================>.......................................................]  Step: 262ms | Tot: 6s494ms | Loss: 16.7970 | Acc: 24.698% (245/992)
 32/100 [=========================>......................................................]  Step: 187ms | Tot: 6s681ms | Loss: 16.3184 | Acc: 24.707% (253/1024)
 33/100 [==========================>.....................................................]  Step: 226ms | Tot: 6s907ms | Loss: 15.8679 | Acc: 24.621% (260/1056)
 34/100 [===========================>....................................................]  Step: 207ms | Tot: 7s115ms | Loss: 15.4431 | Acc: 24.540% (267/1088)
 35/100 [============================>...................................................]  Step: 193ms | Tot: 7s308ms | Loss: 15.0437 | Acc: 24.464% (274/1120)
 36/100 [============================>...................................................]  Step: 221ms | Tot: 7s530ms | Loss: 14.6656 | Acc: 24.740% (285/1152)
 37/100 [=============================>..................................................]  Step: 212ms | Tot: 7s742ms | Loss: 14.3076 | Acc: 24.916% (295/1184)
 38/100 [==============================>.................................................]  Step: 212ms | Tot: 7s955ms | Loss: 13.9693 | Acc: 24.507% (298/1216)
 39/100 [===============================>................................................]  Step: 213ms | Tot: 8s168ms | Loss: 13.6482 | Acc: 24.439% (305/1248)
 40/100 [================================>...............................................]  Step: 220ms | Tot: 8s388ms | Loss: 13.3415 | Acc: 24.453% (313/1280)
 41/100 [================================>...............................................]  Step: 195ms | Tot: 8s584ms | Loss: 13.0503 | Acc: 24.466% (321/1312)
 42/100 [=================================>..............................................]  Step: 226ms | Tot: 8s810ms | Loss: 12.7732 | Acc: 24.479% (329/1344)
 43/100 [==================================>.............................................]  Step: 203ms | Tot: 9s13ms | Loss: 12.5097 | Acc: 24.491% (337/1376)
